clip_id,sentence
1Vxwre210Oc_9-5-rgb_front,Lift up and lower down.
1W4YokNwUtY_10-5-rgb_front,And you see that this alignment right here.
1W4YokNwUtY_12-5-rgb_front,Exhale.
1W4YokNwUtY_13-5-rgb_front,Inhale.
1W4YokNwUtY_14-5-rgb_front,Exhale.
1WGejpkD8ns_6-5-rgb_front,Yes.
1WGejpkD8ns_9-5-rgb_front,And you don't have to spend a lot of time doing this.
1WIZH2vgOJE_4-5-rgb_front,Try not to pull on your neck.
1WIZH2vgOJE_6-5-rgb_front,Squeeze your inner thighs.
1WUTV5ttnjg_0-5-rgb_front,Hi.
1WUTV5ttnjg_7-5-rgb_front,So it's really a personal preference.
1WZGAIBhaPs_18-5-rgb_front,Exhale as you pull in and drop.
1WZGAIBhaPs_25-5-rgb_front,Hope you had fun.
1WZGAIBhaPs_4-5-rgb_front,"So, this is just called a quadruped."
1WZGAIBhaPs_9-5-rgb_front,Lift and lower.
1XMJJ7B4Vjo_2-3-rgb_front,And then pretty much follow the directions.
1XMJJ7B4Vjo_4-3-rgb_front,You're going to place it in your mouth.
1XMJJ7B4Vjo_6-3-rgb_front,Ok here I go.
1XOuWR5CP6o_12-5-rgb_front,Because for the most part is fairly dry.
1XOuWR5CP6o_18-5-rgb_front,Because they are against the bottom of your table.
1XVcFJ97QQs_2-8-rgb_front,And so the sides are the short pieces here.
1XVcFJ97QQs_7-8-rgb_front,I'll show you in just a second.
1Xj_2_6v1O0_11-8-rgb_front,"Place the cup behind the horses leg, come to the front and then the Velcro pulls towards the back."
1Xj_2_6v1O0_7-8-rgb_front,It just comes down to the bottom of the fetlock not pasted the joint where it might interfere.
1XoT1-gzWfg_0-8-rgb_front,Hi there.
1XoT1-gzWfg_11-8-rgb_front,There's no other way around it.
1XoT1-gzWfg_13-8-rgb_front,"But, I doubt it."
1XoT1-gzWfg_15-8-rgb_front,The education most comics have is street.
1XoT1-gzWfg_16-8-rgb_front,What they've learned in their life.
1XoT1-gzWfg_17-8-rgb_front,Education of living.
1XoT1-gzWfg_18-8-rgb_front,You certainly don't need a college education to become a good comic.
1XoT1-gzWfg_2-8-rgb_front,How does one become a comedian?
1XoT1-gzWfg_21-8-rgb_front,Everyone's going to be different.
1XoT1-gzWfg_22-8-rgb_front,You don't have to go to a comedy school.
1XoT1-gzWfg_23-8-rgb_front,Some people do.
1XoT1-gzWfg_24-8-rgb_front,It is not necessary.
1XoT1-gzWfg_3-8-rgb_front,One creates a lot of material.
1XoT1-gzWfg_5-8-rgb_front,There is a lot more that goes on and involved with that.
1XoT1-gzWfg_6-8-rgb_front,It takes years to develop this material.
1XoT1-gzWfg_8-8-rgb_front,It involves going to open mikes.
1XscSoKf558_5-8-rgb_front,"But that looks, that looks about right, okay."
1XzuqBmJxK4_10-8-rgb_front,And they tend to also do e's like that.
1XzuqBmJxK4_13-8-rgb_front,Someone with lots of flourishes.
1XzuqBmJxK4_14-8-rgb_front,That kind of flourishy writing.
1XzuqBmJxK4_15-8-rgb_front,I'm sure you know someone who writes like that.
1XzuqBmJxK4_3-8-rgb_front,"As you can see, it's kind of all over the place."
1XzuqBmJxK4_7-8-rgb_front,It's a simplified type of writing.
1Y3zGxJShdA_6-8-rgb_front,This is going to start to create that radius.
1YAa5_d-zg0_15-8-rgb_front,"It is sticking out of her head, after all."
1YAa5_d-zg0_6-8-rgb_front,And then what we'll do is we're going to really have some fun here.
1YR0GF3vd4w_1-8-rgb_front,That's acneic skin.
1YR0GF3vd4w_5-8-rgb_front,This is a rougher scrub.
1YR0GF3vd4w_6-8-rgb_front,The skin is thicker.
1YR0GF3vd4w_7-8-rgb_front,It can handle it.
1YR0GF3vd4w_8-8-rgb_front,You certainly wouldn't want to use this on the sensitive skin.
1YUEFVWWCpc_0-8-rgb_front,Let's talk now about how to select a jig rod.
1YUEFVWWCpc_1-8-rgb_front,There's many different varieties out there.
1YUEFVWWCpc_12-8-rgb_front,"That rod, again, is working to your advantage."
1YUEFVWWCpc_4-8-rgb_front,You can buy these jig rods.
1YeCndpqV50_3-8-rgb_front,"We have 1, 2, 3, 4, 5."
1YnA7Iv3oJ8_0-8-rgb_front,AMANDA CLAIRE: So here's a little volt meter.
1YnA7Iv3oJ8_1-8-rgb_front,Actually this is a multimeter.
1YnA7Iv3oJ8_10-8-rgb_front,"This one has different kind of levels of sensitivity here, right?"
1YnA7Iv3oJ8_11-8-rgb_front,"So you know, we can set this..."
1YnA7Iv3oJ8_14-8-rgb_front,Actually I need to look at this so let's see.
1YnA7Iv3oJ8_15-8-rgb_front,"So, I put 1 on one side and 1 on the other and aha!"
1YnA7Iv3oJ8_16-8-rgb_front,It measures 1.53 and so you don't think I'm making it up.
1YnA7Iv3oJ8_17-8-rgb_front,I'll show you.
1YnA7Iv3oJ8_4-8-rgb_front,"So, you know, I wouldn't get too scared about a tool like this."
1YnA7Iv3oJ8_5-8-rgb_front,I know it sounds really technical.
1YnA7Iv3oJ8_8-8-rgb_front,You ought to see if they're any good anymore.
1Yp-xuljnDM_1-8-rgb_front,"So I'm going to come up, first starting in kneeling diamond."
1Yp-xuljnDM_10-8-rgb_front,And ask your client to intertwine their fingers.
1Yp-xuljnDM_11-8-rgb_front,Now slightly have them lean back just a few inches.
1Yp-xuljnDM_13-8-rgb_front,Talk to your client.
1Yp-xuljnDM_14-8-rgb_front,Let them know is that enough?
1Yp-xuljnDM_15-8-rgb_front,Too much?
1Yp-xuljnDM_16-8-rgb_front,Little more.
1Yp-xuljnDM_17-8-rgb_front,Little more?
1Yp-xuljnDM_18-8-rgb_front,Good.
1Yp-xuljnDM_19-8-rgb_front,"Now ease off, and then do it again."
1Yp-xuljnDM_20-8-rgb_front,"Open up, good peck stretch here."
1Yp-xuljnDM_21-8-rgb_front,One more time.
1Yp-xuljnDM_22-8-rgb_front,Easing off.
1Yp-xuljnDM_24-8-rgb_front,Perfect.
1Yp-xuljnDM_25-8-rgb_front,Ease them up slowly.
1Yp-xuljnDM_3-8-rgb_front,We want make sure they're comfortable.
1Yp-xuljnDM_4-8-rgb_front,And also you're safe.
1Yp-xuljnDM_5-8-rgb_front,So first placing my knee into her back.
1Yp-xuljnDM_8-8-rgb_front,"I'm going to sweep down, grab a hold of this hand place it behind the head."
1Yp-xuljnDM_9-8-rgb_front,"Sweep down, bring it back."
1Z4f7kN6yWY_13-8-rgb_front,So that the two parts become one.
1Z4f7kN6yWY_23-8-rgb_front,And we'll be talking about that next.
1Z4f7kN6yWY_5-8-rgb_front,"We can get rid of these afterwards, these marks."
1ZG5sQ4Eymg_10-3-rgb_front,You can let your legs rest slightly.
1ZG5sQ4Eymg_14-3-rgb_front,And that's Legs Up The Wall Pose.
1ZG5sQ4Eymg_4-3-rgb_front,You have your single folded blanket in the back.
1ZG5sQ4Eymg_8-3-rgb_front,And then slowly bring your legs up the wall.
1ZWGv-_yKrU_2-8-rgb_front,This is no good.
1ZWGv-_yKrU_3-8-rgb_front,This takes away from your strength.
1ZWGv-_yKrU_5-8-rgb_front,Remember that we're only flesh and blood.
1ZWGv-_yKrU_6-8-rgb_front,We don't want to smack our elbows onto the table.
1ZWGv-_yKrU_7-8-rgb_front,It's not going to intimidate anyone.
1ZWGv-_yKrU_8-8-rgb_front,It never intimidated me.
1Zk7y3MjuU4_4-8-rgb_front,This is going to serve a couple of purposes.
1ZwEJcdFUSM_13-8-rgb_front,Good.
1ZwEJcdFUSM_4-8-rgb_front,But the hip is still going straight up into the rib cage.
1ZwEJcdFUSM_7-8-rgb_front,Theyâre going to be angled slightly.
1ZwEJcdFUSM_8-8-rgb_front,Okay.
1_04cx7YyTg_6-8-rgb_front,And that is how to properly repair a bent water key.
1_7KwjlgBVw_5-8-rgb_front,"So, holding positions and breathing is very important."
1_N0Aq04tRA_13-8-rgb_front,"So other wise, this little dimple will give you problems all the way up."
1_N0Aq04tRA_14-8-rgb_front,"Now we got that, want to bring it to the wheel."
1_N0Aq04tRA_15-8-rgb_front,Going to clean off our wheel head.
1_N0Aq04tRA_16-8-rgb_front,From there.
1_N0Aq04tRA_17-8-rgb_front,Alright.
1_N0Aq04tRA_18-8-rgb_front,Now I'm going to put that over there.
1_N0Aq04tRA_19-8-rgb_front,I'm going to save it.
1_N0Aq04tRA_2-8-rgb_front,I'm going to assemble it.
1_N0Aq04tRA_3-8-rgb_front,I'm going to move it around.
1_N0Aq04tRA_6-8-rgb_front,"Either one, it'll be good."
1_N0Aq04tRA_7-8-rgb_front,And they're fun to make.
1_N0Aq04tRA_8-8-rgb_front,It's all about assembling.
1_gd9m2tKvQ_0-8-rgb_front,"Hi, my name's Lincoln Ward."
1_j3bP8UnZg_0-8-rgb_front,Hello!
1_j3bP8UnZg_5-8-rgb_front,It's not just good enough today to have music.
1_u_51a8M8o_4-8-rgb_front,Again carefully turn the clippers on.
1_u_51a8M8o_5-8-rgb_front,Make sure that your horse is comfortable with it.
1_u_51a8M8o_9-8-rgb_front,It is important to make sure that we get both sides evenly.
1_udNnVFDp4_10-8-rgb_front,"They slide up and kick, you're going to block hooking with the palm."
1_udNnVFDp4_11-8-rgb_front,Blocking more with the forearm.
1_udNnVFDp4_12-8-rgb_front,Pick the foot up and drive the kick into the solar plexus.
1_udNnVFDp4_13-8-rgb_front,Do one more.
1_udNnVFDp4_14-8-rgb_front,"One, two."
1_udNnVFDp4_15-8-rgb_front,"From another angle, so you can see."
1_udNnVFDp4_16-8-rgb_front,Switch your feet.
1_udNnVFDp4_17-8-rgb_front,Slide up.
1_udNnVFDp4_18-8-rgb_front,"One, two."
1_udNnVFDp4_19-8-rgb_front,Just like that.
1_udNnVFDp4_20-8-rgb_front,Switch feet.
1_udNnVFDp4_21-8-rgb_front,One slow.
1_udNnVFDp4_22-8-rgb_front,One a little faster.
1_udNnVFDp4_23-8-rgb_front,Just like that.
1_udNnVFDp4_26-8-rgb_front,"So, it takes a little bit of practice to get what your natural distance will be."
1_udNnVFDp4_27-8-rgb_front,"Again, my name is Wes Rhodes."
1_udNnVFDp4_28-8-rgb_front,I'm from the Chinese Kung Fu Academy.
1_udNnVFDp4_3-8-rgb_front,"As you do this technique, you're going to actually step to the side to get out of the way."
1_udNnVFDp4_5-8-rgb_front,"So, here's one slow so you can see it."
1_udNnVFDp4_6-8-rgb_front,"It's one, two."
1_udNnVFDp4_7-8-rgb_front,One done a little faster.
1_udNnVFDp4_8-8-rgb_front,"One, two."
1aRNY8wFqa0_1-8-rgb_front,And they get very precise volumes.
1aRNY8wFqa0_11-8-rgb_front,Everybody's got a laptop.
1aRNY8wFqa0_12-8-rgb_front,We've got desktops.
1aRNY8wFqa0_13-8-rgb_front,All the instruments are run by computers.
1aRNY8wFqa0_15-8-rgb_front,So computing is a big part of it.
1aRNY8wFqa0_24-8-rgb_front,So it all has to integrate.
1aRNY8wFqa0_25-8-rgb_front,The instruments and the computing and the re-agents into experiments.
1aRNY8wFqa0_28-8-rgb_front,Even in our own fields anymore.
1aRNY8wFqa0_3-8-rgb_front,Very tiny volumes but do it very accurately.
1aRNY8wFqa0_33-8-rgb_front,There's another one called Cell.
1aRNY8wFqa0_36-8-rgb_front,They're not good journals just to thumb through if you're not a scientist.
1aRNY8wFqa0_4-8-rgb_front,They have a bunch of sizes of these.
1aRNY8wFqa0_5-8-rgb_front,I would say there's two types of tools or maybe three really.
1aRNY8wFqa0_6-8-rgb_front,We use a lot of expensive equipment.
1aRcg_P7Vow_1-8-rgb_front,Let's start with this hookah here.
1aRcg_P7Vow_10-8-rgb_front,"The bottle, also, the same thing, water and soap, clean, dry, and be ready to use again."
1aRcg_P7Vow_9-8-rgb_front,This one will be soaked in the water.
1avHo4qZ86Q_10-8-rgb_front,Make another chain and continue on.
1avHo4qZ86Q_15-8-rgb_front,And you can wear it on any finger and impress your friends with your huge rock.
1avHo4qZ86Q_3-8-rgb_front,I like to use 28 gage wire.
1avHo4qZ86Q_4-8-rgb_front,And you can.
1avHo4qZ86Q_9-8-rgb_front,Go around your bead.
1b3UpS1gD2k_11-8-rgb_front,He isn't fat.
1b3UpS1gD2k_12-8-rgb_front,"""Just watch your colon Bobby""."
1b3UpS1gD2k_14-8-rgb_front,It's Henry Coffin.
1b3UpS1gD2k_15-8-rgb_front,"He says ""Micky hi"", its hi southern."
1b3UpS1gD2k_16-8-rgb_front,"He said ""Bobby's in trouble""."
1b3UpS1gD2k_18-8-rgb_front,"Bobby's had a colostomy"" and I gave such a scream."
1b3UpS1gD2k_2-8-rgb_front,"She was the greatest, Sunstars."
1b3UpS1gD2k_28-8-rgb_front,Bobby would have been forgotten.
1b3UpS1gD2k_3-8-rgb_front,Of course there's always psychometry.
1b3UpS1gD2k_8-8-rgb_front,"She said ""would you mind talking to Bobby?"""
1b3UpS1gD2k_9-8-rgb_front,and I said no.
1bA7XtuyoYY_10-8-rgb_front,And that is your standing twist.
1bJg-DSYR8k_10-8-rgb_front,That's a good way to do things.
1bJg-DSYR8k_12-8-rgb_front,"Sometimes you get big things, sometimes you get little things."
1bJg-DSYR8k_13-8-rgb_front,You can always use cardboard if you want to use that.
1bJg-DSYR8k_14-8-rgb_front,If you want something square.
1bJg-DSYR8k_15-8-rgb_front,You can make a round vision board if you want to cut it.
1bJg-DSYR8k_17-8-rgb_front,You can go and you can get construction paper from someplace.
1bJg-DSYR8k_21-8-rgb_front,Do you want it at your desk?
1bJg-DSYR8k_22-8-rgb_front,Do you want it at your office?
1bJg-DSYR8k_23-8-rgb_front,Do you want to keep it at home by your bedroom?
1bJg-DSYR8k_26-8-rgb_front,You may put it in something where it's water proof.
1bJg-DSYR8k_4-8-rgb_front,You just have to have it in a place where you're going to be able to see it.
1bJg-DSYR8k_5-8-rgb_front,Some things you may want to do small.
1bJg-DSYR8k_6-8-rgb_front,One of my favorite things to do is recycle.
1bJg-DSYR8k_9-8-rgb_front,We'll be talking about that later.
1bW7yGVA6GA_0-8-rgb_front,"Hi, my name is Lanie McCormick."
1bW7yGVA6GA_1-8-rgb_front,"I'm a fine art photographer in Austin, Texas."
1bW7yGVA6GA_5-8-rgb_front,You're also going to house your paper in this area.
1bW7yGVA6GA_7-8-rgb_front,They're easy to make.
1bW7yGVA6GA_9-8-rgb_front,You use these to make your context sheets.
1bYIR6SR9Qs_0-8-rgb_front,A lot of people have a fear of falling backwards.
1bYIR6SR9Qs_3-8-rgb_front,Everything is looking back to that side.
1bjHvgrcZu4_5-8-rgb_front,"If it's really big, you may want to hire a professional."
1bm6Ur4Z4BQ_1-8-rgb_front,I'm Jackie with how to eliminate acne.
1bm6Ur4Z4BQ_12-8-rgb_front,I'm Jackie with how to eliminate acne.
1bm6Ur4Z4BQ_5-8-rgb_front,You can get them at the drug store.
1bm6Ur4Z4BQ_9-8-rgb_front,"For a natural solution, try baking soda."
1bq4LWVsU-8_21-8-rgb_front,You can never have too many headbands.
1bq4LWVsU-8_23-8-rgb_front,And everything doesn't have to be out in the open.
1bq4LWVsU-8_24-8-rgb_front,You can make them go digging for stuff.
1bq4LWVsU-8_25-8-rgb_front,That is also part of the fun.
1bq4LWVsU-8_26-8-rgb_front,You can certainly hide things under the grass.
1bq4LWVsU-8_27-8-rgb_front,But I think that this is a nice beginning of a display.
1bq4LWVsU-8_29-8-rgb_front,And now we are going to go and fill it in with a few more little trinkets.
1bq4LWVsU-8_3-8-rgb_front,It might take a few minutes.
1bq4LWVsU-8_4-8-rgb_front,You may have to play around with it but that?s part of the fun.
1bq4LWVsU-8_6-8-rgb_front,There is lots of things.
1bq4LWVsU-8_7-8-rgb_front,Lots of options and choices out there that little girls love.
1bq4LWVsU-8_8-8-rgb_front,"And also in the children's section, the toy section."
1byDxD7DePI_0-8-rgb_front,TINA STULL: Hi.
1bz6oY731gQ_2-8-rgb_front,"So they come in heavy, medium, and light and everything in between."
1bz6oY731gQ_3-8-rgb_front,Also make sure that they are about six feet long.
1bziHM2QeX8_0-8-rgb_front,So I've got the lid piece.
1bziHM2QeX8_1-8-rgb_front,"Now that it's set up a little bit, set on the wheel again."
1bziHM2QeX8_13-8-rgb_front,And I'm going to wet this and score it up.
1bziHM2QeX8_2-8-rgb_front,And it is rather hard.
1bziHM2QeX8_8-8-rgb_front,And I need to turn this one eighty.
1c9hnVZvojI_0-8-rgb_front,It's important when adopting a pet to consider your children.
1c9hnVZvojI_4-8-rgb_front,They also need to be old enough to know the rules about owning a pet.
1cDoGd8wPfw_1-5-rgb_front,So this is the last Rim click.
1cDoGd8wPfw_10-5-rgb_front,"One, two, three, four."
1cDoGd8wPfw_12-5-rgb_front,"One, two, three, four."
1cDoGd8wPfw_13-5-rgb_front,"One and three, four."
1cDoGd8wPfw_14-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_16-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_17-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_19-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_20-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_21-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_22-5-rgb_front,"And one, two and three, four."
1cDoGd8wPfw_6-5-rgb_front,"So, it's going to be like this."
1cDoGd8wPfw_8-5-rgb_front,"One, two, three, four."
1cJeKNsDit4_9-8-rgb_front,You would also need your sewing machine of course.
1cNZVa2285k_0-8-rgb_front,"When in doubt, don't."
1cNZVa2285k_12-8-rgb_front,This is Dr. Paul.
1cNZVa2285k_3-8-rgb_front,Let me let you know this.
1cSjZ5kNZw8_1-8-rgb_front,"All right, so long."
1cSjZ5kNZw8_10-8-rgb_front,"Let's say for instance, you're dialing Bejing."
1cSjZ5kNZw8_13-8-rgb_front,86 gets you into China.
1cSjZ5kNZw8_14-8-rgb_front,"Then, let's say you're dialing Bejing."
1cSjZ5kNZw8_16-8-rgb_front,Let's say it's 5556321.
1cSjZ5kNZw8_17-8-rgb_front,That's simple.
1cSjZ5kNZw8_18-8-rgb_front,That's how you dial China.
1cSjZ5kNZw8_2-8-rgb_front,Hi everyone.
1cSjZ5kNZw8_22-8-rgb_front,I'm Russ Handler.
1cSjZ5kNZw8_23-8-rgb_front,Have a great day.
1cSjZ5kNZw8_24-8-rgb_front,"If you don't mind, I'm going to call Bejing."
1cSjZ5kNZw8_5-8-rgb_front,Let's say you want to dial China.
1cSjZ5kNZw8_6-8-rgb_front,Here's how you do it.
1cSjZ5kNZw8_9-8-rgb_front,"Then, you have a city code."
1cUIexb0ELM_2-8-rgb_front,The inside and the outside.
1cUIexb0ELM_4-8-rgb_front,The heel is out-racing the toe.
1cUIexb0ELM_7-8-rgb_front,It could be as simple as that.
1cZMGr3-y6A_8-8-rgb_front,"Also, for when it is the sun is not in their face it can fold up all the way."
1cZcma6WzEg_1-8-rgb_front,"Now, there is another way of doing that."
1cZcma6WzEg_10-8-rgb_front,This is a way of checking the way too if you want to see if it's even.
1cZcma6WzEg_14-8-rgb_front,The way to check the hair.
1cZcma6WzEg_16-8-rgb_front,You're going to go ahead and do the same thing here.
1cZcma6WzEg_17-8-rgb_front,It will continue to be long.
1cZcma6WzEg_18-8-rgb_front,See that?
1cZcma6WzEg_19-8-rgb_front,I dropped that layer.
1cZcma6WzEg_2-8-rgb_front,Notice the layers in the back like I did it.
1cZcma6WzEg_3-8-rgb_front,I like to do it like that.
1cZcma6WzEg_7-8-rgb_front,"This is a, we're taught also when we cut hair."
1cZcma6WzEg_8-8-rgb_front,We cut it like this.
1cZcma6WzEg_9-8-rgb_front,Notice it's straight across.
1cbTN8a73zo_15-5-rgb_front,So that's better living through Astrology.
1cj15Is-Wjs_0-8-rgb_front,"Hi, I'm Tim Gipson."
1cj15Is-Wjs_11-8-rgb_front,Okay.
1cj15Is-Wjs_18-8-rgb_front,And then we have adjustments on our table.
1cp9sjT_1Tc_1-8-rgb_front,We're going to go back into our 90-90 position.
1cp9sjT_1Tc_10-8-rgb_front,"Come back, watch."
1cp9sjT_1Tc_5-8-rgb_front,The key here is don't make the movement easy.
1cp9sjT_1Tc_6-8-rgb_front,Try to keep that low back flat.
1d1uWUUHJZQ_0-3-rgb_front,Hi!
1d1uWUUHJZQ_1-3-rgb_front,My name is Monique Richards.
1d3UApdR58M_0-8-rgb_front,"Hi, I am Emily Larew."
1d3UApdR58M_11-8-rgb_front,And that is how I turn.
1d3UApdR58M_12-8-rgb_front,Again.
1d3UApdR58M_13-8-rgb_front,"One, two, three, four, what are we going to do?"
1d3UApdR58M_14-8-rgb_front,Change on five.
1d3UApdR58M_15-8-rgb_front,"Five, six."
1d3UApdR58M_18-8-rgb_front,"So, we are back to the front."
1d3UApdR58M_19-8-rgb_front,We just did the four corners.
1d3UApdR58M_20-8-rgb_front,"You go; one, two, three, four."
1d3UApdR58M_23-8-rgb_front,"Seven, eight."
1d3UApdR58M_24-8-rgb_front,"And then, back down."
1d3UApdR58M_25-8-rgb_front,"And, you can start the whole thing again, which we are going to do right now."
1d3UApdR58M_26-8-rgb_front,Ready?
1d3UApdR58M_27-8-rgb_front,Here we go.
1d3UApdR58M_28-8-rgb_front,"So, we have got; one, two, three, four, five six."
1d3UApdR58M_29-8-rgb_front,"One, two, three, four, five, six."
1d3UApdR58M_3-8-rgb_front,"So, we are down."
1d3UApdR58M_30-8-rgb_front,"One, two, three, four, five, six."
1d3UApdR58M_31-8-rgb_front,"Back to the front, three, four, five, six."
1d3UApdR58M_33-8-rgb_front,There you go.
1d3UApdR58M_5-8-rgb_front,"So, this is one, two, three, four."
1d3UApdR58M_7-8-rgb_front,"Five, six."
1d3UApdR58M_8-8-rgb_front,Repeat it to this side.
1d3UApdR58M_9-8-rgb_front,"One, two, three, four."
1d5AvOuQAUQ_9-8-rgb_front,They don't even have to portion them out.
1dCbeG4mwVk_12-8-rgb_front,"Always try to think about where the sun's hitting it, and create the other side of it."
1dCbeG4mwVk_16-8-rgb_front,Keep on painting.
1dCbeG4mwVk_18-8-rgb_front,Thank you so much.
1dCbeG4mwVk_19-8-rgb_front,Bye now.
1dCbeG4mwVk_2-8-rgb_front,I'm a freelance illustrator.
1dFd3NYkINQ_0-8-rgb_front,These are my kilns.
1dFd3NYkINQ_10-8-rgb_front,And I turn it up to medium and fire it for another hour.
1dFd3NYkINQ_11-8-rgb_front,All this time this lid is shut down.
